69.63140 44.03590 4.00000 
72.20255 40.97172 4.00000 
72.20255 40.97172 6.00000 
69.63140 44.03590 6.00000 

69.63140 44.03590 4.00000 
73.57055 44.73043 4.00000 
73.57055 44.73043 6.00000 
69.63140 44.03590 6.00000 

69.63140 44.03590 4.00000 
70.99940 47.79460 4.00000 
70.99940 47.79460 6.00000 
69.63140 44.03590 6.00000 

69.63140 44.03590 4.00000 
67.06025 47.10008 4.00000 
67.06025 47.10008 6.00000 
69.63140 44.03590 6.00000 

69.63140 44.03590 4.00000 
65.69224 43.34137 4.00000 
65.69224 43.34137 6.00000 
69.63140 44.03590 6.00000 

69.63140 44.03590 4.00000 
68.26339 40.27719 4.00000 
68.26339 40.27719 6.00000 
69.63140 44.03590 6.00000 

69.63140 44.03590 4.00000 
72.20255 40.97172 4.00000 
72.20255 40.97172 6.00000 
69.63140 44.03590 6.00000 

