74.29165 55.96410 4.00000 
72.92357 59.72287 4.00000 
72.92357 59.72287 6.00000 
74.29165 55.96410 6.00000 

74.29165 55.96410 4.00000 
70.35252 56.65873 4.00000 
70.35252 56.65873 6.00000 
74.29165 55.96410 6.00000 

74.29165 55.96410 4.00000 
71.72060 52.89996 4.00000 
71.72060 52.89996 6.00000 
74.29165 55.96410 6.00000 

74.29165 55.96410 4.00000 
75.65973 52.20533 4.00000 
75.65973 52.20533 6.00000 
74.29165 55.96410 6.00000 

74.29165 55.96410 4.00000 
78.23079 55.26947 4.00000 
78.23079 55.26947 6.00000 
74.29165 55.96410 6.00000 

74.29165 55.96410 4.00000 
76.86271 59.02824 4.00000 
76.86271 59.02824 6.00000 
74.29165 55.96410 6.00000 

74.29165 55.96410 4.00000 
72.92357 59.72287 4.00000 
72.92357 59.72287 6.00000 
74.29165 55.96410 6.00000 

