65.63140 50.96410 4.00000 
64.26332 54.72287 4.00000 
64.26332 54.72287 6.00000 
65.63140 50.96410 6.00000 

65.63140 50.96410 4.00000 
61.69226 51.65873 4.00000 
61.69226 51.65873 6.00000 
65.63140 50.96410 6.00000 

65.63140 50.96410 4.00000 
63.06034 47.89996 4.00000 
63.06034 47.89996 6.00000 
65.63140 50.96410 6.00000 

65.63140 50.96410 4.00000 
66.99948 47.20533 4.00000 
66.99948 47.20533 6.00000 
65.63140 50.96410 6.00000 

65.63140 50.96410 4.00000 
69.57053 50.26947 4.00000 
69.57053 50.26947 6.00000 
65.63140 50.96410 6.00000 

65.63140 50.96410 4.00000 
68.20245 54.02824 4.00000 
68.20245 54.02824 6.00000 
65.63140 50.96410 6.00000 

65.63140 50.96410 4.00000 
64.26332 54.72287 4.00000 
64.26332 54.72287 6.00000 
65.63140 50.96410 6.00000 

