78.29165 49.03590 4.00000 
80.86280 45.97172 4.00000 
80.86280 45.97172 6.00000 
78.29165 49.03590 6.00000 

78.29165 49.03590 4.00000 
82.23080 49.73043 4.00000 
82.23080 49.73043 6.00000 
78.29165 49.03590 6.00000 

78.29165 49.03590 4.00000 
79.65965 52.79460 4.00000 
79.65965 52.79460 6.00000 
78.29165 49.03590 6.00000 

78.29165 49.03590 4.00000 
75.72050 52.10008 4.00000 
75.72050 52.10008 6.00000 
78.29165 49.03590 6.00000 

78.29165 49.03590 4.00000 
74.35250 48.34137 4.00000 
74.35250 48.34137 6.00000 
78.29165 49.03590 6.00000 

78.29165 49.03590 4.00000 
76.92365 45.27719 4.00000 
76.92365 45.27719 6.00000 
78.29165 49.03590 6.00000 

78.29165 49.03590 4.00000 
80.86280 45.97172 4.00000 
80.86280 45.97172 6.00000 
78.29165 49.03590 6.00000 

